departamento,municipio,zona_urbana_rural,tipo_de_vivienda,tenencia_de_la_vivienda,area_total_m2,habitaciones,banos,pisos,antiguedad_de_la_vivienda,calidad_de_construccion,parqueaderos,estrato,tamano_del_hogar,numero_de_ninos,numero_de_adultos_mayores,genero_del_jefe_del_hogar,edad_del_jefe_del_hogar,nivel_educativo_del_jefe_del_hogar,situacion_laboral_del_jefe_del_hogar,distancia_al_centro_de_la_ciudad_km,indice_de_seguridad_del_barrio,acceso_a_transporte_publico,acceso_a_internet,acceso_a_agua_potable,acceso_a_gas,indice_de_pobreza,acceso_a_credito,ahorros_del_hogar,ingreso_del_hogar,valor_de_mercado_de_la_vivienda
Risaralda,Bogotá,Urban,Farm,Rented,101.59576024906949,2,1,3,50,Medium,0,1,4,1,0,Male,21,Primary,Formal,12.21661848695133,51.86371185062538,Yes,Yes,Yes,Yes,0.8313075570598414,No,2406631.921459693,2682926.8662076164,122.87568130865426
Caldas,Pereira,Urban,House,Owned,95.27841242383033,3,1,3,47,High,0,3,5,3,1,Male,66,University,Formal,3.379153451745531,45.421944134644605,Yes,Yes,Yes,No,0.7092105571370753,No,2892539.8827772904,11635186.179850964,164.05065816895672
Cundinamarca,Cali,Urban,Apartment,Family,19.19455850731886,2,2,3,66,High,2,1,1,4,2,Female,53,University,Formal,4.850453033023577,35.46640934485425,Yes,Yes,Yes,Yes,0.3183835111654053,Yes,1521940.770483043,2241494.8042951426,46.41644583578176
Cundinamarca,Cartagena,Rural,House,Owned,164.803982519091,4,1,2,38,Low,1,4,3,2,2,Female,49,Secondary,Formal,8.872089969245987,93.55683596914423,Yes,Yes,Yes,Yes,0.347182864616306,No,3387543.933365946,7172719.729501831,164.49383946491017
Caldas,Cartagena,Urban,Apartment,Owned,65.13557405531607,5,1,1,69,Medium,2,2,4,1,2,Male,67,University,Formal,12.141103382926488,48.726407348465834,Yes,Yes,Yes,No,0.3320778129549917,Yes,829392.8546791803,6998844.01539267,29.437669910737227
Caldas,Barranquilla,Rural,House,Owned,102.71711063675131,4,1,2,36,High,2,4,4,2,2,Male,56,University,Informal,3.3646424918842417,80.46171059212412,No,Yes,Yes,Yes,0.10550428844928712,Yes,6002335.272648631,5076527.710177673,139.59177754333717
Antioquia,Bucaramanga,Rural,House,Family,63.9104794501099,1,3,2,35,Low,0,3,5,0,0,Male,67,Primary,Formal,14.61673393528927,99.20955879936683,No,Yes,Yes,Yes,0.1218574771903296,Yes,8102862.920739929,4010059.0968034826,72.84950299425988
Atlántico,Medellín,Rural,Apartment,Family,112.0531944956218,3,3,3,34,Medium,1,5,3,3,1,Male,29,Secondary,Formal,5.877469108997503,59.44284991819049,Yes,Yes,Yes,Yes,0.05765416728997167,Yes,6396834.287284002,7331160.581591292,143.8581273936337
Santander,Manizales,Urban,Apartment,Rented,59.33136678921147,2,2,1,65,High,2,1,7,4,1,Female,57,Secondary,Formal,1.6999813841835616,64.0265306601324,No,Yes,Yes,Yes,0.2106527435024484,No,1832955.8831277324,2317907.1832354087,32.81488929920546
Valle del Cauca,Cali,Urban,Farm,Owned,152.89164237369303,5,2,3,30,High,2,3,1,4,2,Male,25,University,Formal,10.183597795858898,41.75756815533866,Yes,Yes,Yes,Yes,0.15462409997396295,No,941402.8520958462,7842430.968031731,105.82670834213314
Antioquia,Bogotá,Urban,Apartment,Family,56.69428777833944,3,3,2,39,Medium,1,5,1,2,2,Female,67,Secondary,Formal,16.31175758038368,82.86430326291537,Yes,No,Yes,Yes,0.17932762046081746,No,1397513.4389342929,8857565.816158995,155.1701621594374
Atlántico,Cali,Urban,Apartment,Family,63.1926081346832,5,1,1,32,Medium,2,1,5,1,0,Male,40,Secondary,Informal,2.811957807001591,95.36488298326547,Yes,No,Yes,Yes,0.34297282185870115,Yes,2412421.6436077547,1526325.619890987,78.46941386224377
Caldas,Bucaramanga,Rural,Farm,Family,119.66382019785792,3,3,2,65,Low,0,4,2,3,0,Male,70,Primary,Formal,3.3954575377759766,94.97519269526474,Yes,Yes,Yes,Yes,0.31481897346463394,Yes,254289.6080324374,5515832.517094134,154.92896806914086
Valle del Cauca,Medellín,Urban,Apartment,Rented,122.67796448685542,4,2,1,26,Medium,1,2,4,2,0,Male,37,Primary,Unemployed,12.897820735523059,62.95827355704615,Yes,Yes,Yes,No,0.2777898616894626,Yes,2999381.2772115874,574386.7720075808,85.09341764852465
Caldas,Cali,Urban,Apartment,Rented,100.94049762556577,1,2,1,49,High,1,4,7,0,0,Male,41,University,Formal,10.777172811885688,72.12885329990029,Yes,Yes,Yes,Yes,0.01950089380157769,No,1173688.844466409,9018251.328939108,90.60164343206071
Caldas,Bucaramanga,Urban,House,Rented,52.833022242939286,3,3,3,25,Low,1,3,7,2,0,Female,46,University,Formal,8.039118651763332,87.40417945663586,Yes,Yes,Yes,Yes,0.39193926333932183,No,476710.3912092326,9773762.584898645,85.79596871836641
Cundinamarca,Bogotá,Urban,Farm,Owned,68.87122321900623,5,2,3,21,Medium,1,3,2,1,1,Male,75,University,Informal,11.779885703598186,79.25543134478988,Yes,No,Yes,Yes,0.8018892473922205,Yes,3057160.4183128383,7669448.477400371,65.31774330634472
Cundinamarca,Barranquilla,Urban,Farm,Family,96.69133649295728,4,2,3,65,Medium,2,2,2,2,2,Male,56,Secondary,Formal,4.363109775923873,53.332818963380966,Yes,Yes,Yes,Yes,0.5655710363216708,Yes,3160293.714127497,2795397.49510084,83.94864139095034
Valle del Cauca,Pereira,Urban,House,Rented,172.58672685355572,2,2,2,15,Low,0,4,2,4,1,Female,28,Primary,Informal,9.222477909074826,93.96443596353619,Yes,Yes,Yes,Yes,0.3700407743570355,No,357623.48815389123,3603086.8694092752,160.10337504053135
Antioquia,Cartagena,Urban,Farm,Rented,51.40776471231985,2,2,1,24,Low,2,1,4,1,2,Female,66,University,Formal,16.841183267459094,80.6658208128294,Yes,Yes,Yes,Yes,0.4388367004696771,No,680879.852372551,3724336.781688247,43.28121654273053
Cundinamarca,Bogotá,Urban,House,Family,101.85118351417907,4,2,3,15,High,0,1,1,2,2,Male,77,Secondary,Unemployed,17.975619312783696,87.37839004430693,No,Yes,Yes,Yes,0.3013503908849773,No,2081393.2850321927,867112.0200902862,86.92953727224115
Santander,Medellín,Urban,Apartment,Family,81.29293557271845,2,1,3,35,High,0,1,3,2,0,Female,39,Primary,Unemployed,2.2044583611984643,43.56488345809346,Yes,Yes,Yes,Yes,0.2586322202991133,Yes,1395487.5788985987,1208938.6807714808,81.7030879762773
Caldas,Cartagena,Urban,Farm,Owned,56.199231887071456,5,3,3,13,Medium,1,5,3,2,0,Male,46,University,Informal,6.440792322272518,65.13614763196274,Yes,Yes,No,Yes,0.23945668649311325,No,5696224.917618605,9376479.71641822,157.28874926435174
Bolívar,Pereira,Urban,Apartment,Owned,73.78665975253192,1,2,3,39,High,0,2,1,4,2,Male,51,Primary,Informal,14.25914268293809,84.71613794217805,No,Yes,Yes,Yes,0.2630225011119366,Yes,1715043.3901374633,2433760.919597321,87.61473349546293
Risaralda,Bogotá,Urban,Farm,Owned,93.17740447683224,4,2,1,8,Low,1,2,2,4,2,Female,31,University,Formal,4.498146370972765,72.81318798178506,Yes,No,Yes,Yes,0.30176249569290275,Yes,868249.609684226,5195219.988669641,119.08440494595311
Valle del Cauca,Manizales,Urban,Apartment,Rented,50.379112199187574,1,2,1,39,High,2,2,2,2,0,Female,38,Postgraduate,Formal,9.729982443339079,79.61450964481848,Yes,Yes,Yes,Yes,0.3215576592373576,Yes,1301424.4728307647,8692635.683168244,20.59888903066058
Valle del Cauca,Bogotá,Rural,Farm,Rented,85.96610187782333,1,3,2,44,High,1,2,2,3,1,Female,53,University,Unemployed,10.226169281730233,78.86932615119505,No,No,Yes,Yes,0.7664010100954328,Yes,1218785.2761463362,2640879.0442893007,106.66743653267518
Cundinamarca,Bogotá,Rural,Farm,Family,290.54600203071334,4,3,3,0,Low,0,1,6,0,0,Female,78,University,Formal,34.84129078400824,30.38842584593991,Yes,No,Yes,Yes,0.13075461706642647,Yes,2217571.5702283964,2916766.316149921,175.55961638716659
Antioquia,Manizales,Rural,Apartment,Owned,27.15447928644775,3,3,1,28,Medium,0,6,2,3,2,Male,56,Secondary,Informal,5.772986191778329,71.44531855773982,Yes,Yes,Yes,Yes,0.09326172187730061,Yes,2009361.8637435369,6187858.5360944765,83.49468988108377
Caldas,Bogotá,Urban,House,Family,156.8991411938962,5,2,1,7,Medium,1,2,5,0,2,Female,32,Primary,Formal,6.2150931893192976,81.8902129160579,Yes,Yes,Yes,No,0.5245694628861317,Yes,449094.1182242701,3613460.890176828,140.67424538273093
Santander,Cartagena,Rural,Farm,Owned,97.66146497740323,4,2,2,57,Low,2,5,6,2,0,Male,50,Primary,Informal,3.1797700481481113,51.23443058739,Yes,No,Yes,Yes,0.1332331075784137,No,2449458.1945977234,4521459.183232256,150.8715921860877
Antioquia,Medellín,Rural,House,Owned,71.08168740671698,5,3,3,18,High,2,2,5,1,0,Male,29,Secondary,Formal,10.988607483168526,65.43006886928912,No,Yes,Yes,No,0.07908367080208904,No,1665554.5218503464,3755246.883801859,63.863497896819894
Atlántico,Pereira,Rural,House,Owned,83.00249583668004,1,1,2,46,High,1,2,3,4,0,Female,33,Secondary,Formal,2.488078118593491,57.47505451955188,No,No,No,Yes,0.3332359781678725,No,1112002.0904815604,4138144.509660244,81.15227244449554
Atlántico,Bucaramanga,Urban,House,Owned,79.44653383258701,1,1,3,26,Low,2,4,1,3,1,Female,47,Postgraduate,Informal,16.91711373260777,65.43199428366256,Yes,Yes,Yes,Yes,0.32524846363237475,Yes,1819075.2245082664,10899059.887199925,163.04554320518952
Bolívar,Cali,Rural,House,Family,71.69742760529525,3,3,1,53,Medium,2,2,1,4,2,Female,34,Secondary,Formal,24.6592658879724,95.50027150443171,Yes,No,Yes,Yes,0.09243770534524812,No,3471100.5094690993,3682138.4526481177,69.82451651100567
Cundinamarca,Manizales,Urban,House,Family,139.3640549023387,1,2,1,68,High,2,2,5,4,0,Female,35,Postgraduate,Informal,9.504064852641562,63.55283888098598,No,Yes,No,Yes,0.37178002265232973,No,4201612.482030629,6001142.145972497,117.66605380293538
Cundinamarca,Barranquilla,Urban,House,Rented,285.58568791862217,4,2,3,56,Low,1,2,6,4,1,Female,42,Primary,Informal,16.960073998026708,52.687688862796634,Yes,Yes,Yes,Yes,0.6809005553327433,Yes,1181990.9605867271,3444570.3394608884,208.07193039646322
Cundinamarca,Manizales,Urban,Farm,Owned,22.437918438617594,5,1,3,54,Medium,1,2,2,0,1,Male,58,University,Informal,15.286678729853984,83.32678344308067,No,No,Yes,Yes,0.38764998504053694,No,1939694.2150435722,4704975.339924991,15.439527283701402
Bolívar,Pereira,Urban,House,Family,57.71613753311299,3,2,1,4,Medium,0,2,6,1,0,Female,20,University,Formal,23.774762390579077,79.75130536489499,Yes,Yes,Yes,Yes,0.4176245287879357,Yes,2641260.177475126,6275743.295731391,31.474400405698304
Atlántico,Cali,Urban,Farm,Owned,80.84599532315322,4,3,1,41,Low,0,2,3,2,2,Male,50,Primary,Informal,4.778478579512868,58.419172324745325,Yes,Yes,Yes,Yes,0.14276801861710348,No,1493878.1705184365,2127487.194174165,87.83837487967249
Antioquia,Cali,Urban,Farm,Owned,131.342810374655,5,2,1,27,Medium,0,1,1,3,1,Female,24,Primary,Formal,16.884421245816913,85.48528893546353,No,Yes,Yes,Yes,0.20162512061710164,Yes,2345667.6728571737,1351353.886239854,101.82181847742856
Bolívar,Barranquilla,Urban,Farm,Rented,62.16127673442311,5,2,2,11,Low,1,5,7,1,0,Female,23,Primary,Formal,11.735443025724532,30.293686964341248,Yes,No,Yes,Yes,0.11153489464143555,No,1782987.6874080852,6251865.138851697,121.227311135035
Bolívar,Pereira,Rural,Apartment,Rented,53.216251103467414,2,3,2,44,Medium,1,3,3,4,1,Male,53,Secondary,Formal,2.9339464238173547,95.34048354321834,Yes,Yes,Yes,Yes,0.07711826628934344,Yes,725827.6874772459,5079303.844105134,136.49304664374134
Antioquia,Cartagena,Urban,House,Family,64.62512828924679,2,1,2,33,Low,1,1,1,0,2,Male,67,Primary,Informal,2.8280012289860803,76.94555952009888,Yes,Yes,Yes,Yes,0.6150747744134705,No,1097106.9602287358,1647343.027635571,40.876641175259735
Cundinamarca,Medellín,Urban,Apartment,Family,50.5671834731214,4,3,2,57,Low,1,4,6,4,1,Female,47,Postgraduate,Informal,24.244666237302837,75.19706659574373,Yes,Yes,Yes,Yes,0.1535769619900176,Yes,422382.86766349105,10237881.641024375,107.82496330761491
Santander,Barranquilla,Urban,House,Rented,40.21017825119139,3,2,3,12,Low,1,2,5,0,1,Male,69,University,Informal,33.59689382659845,82.91388106995625,Yes,No,Yes,No,0.3516654660660555,Yes,612884.7781063608,3955528.7313000136,85.4630771964602
Antioquia,Medellín,Urban,Apartment,Family,117.78537460974708,5,3,3,8,Low,2,3,1,4,2,Male,67,Primary,Informal,26.12547117907132,46.64789373885182,Yes,Yes,Yes,Yes,0.09777811160832904,No,8598200.428889299,2455291.295498501,128.1698508888834
Atlántico,Cartagena,Urban,Farm,Family,97.09998289229264,5,3,1,48,Low,0,5,2,1,1,Male,24,University,Informal,2.6933173983086367,41.644578572794806,No,Yes,Yes,Yes,0.563030389819222,Yes,1284378.5750285056,12177096.213868435,139.11606078096517
Valle del Cauca,Cali,Urban,Apartment,Rented,115.57197166842202,4,1,3,9,Low,1,4,7,3,1,Male,22,Secondary,Informal,10.861427325134477,90.25917756354781,Yes,Yes,Yes,Yes,0.16650084654609149,No,569439.1106798734,4121512.4486478264,162.11834219489177
Caldas,Medellín,Urban,Farm,Owned,295.5908770859934,3,1,3,28,Low,0,1,6,3,2,Female,37,University,Formal,9.42416133797069,94.46151067837584,Yes,Yes,Yes,Yes,0.016384315924446866,No,4767120.28394842,2520035.390882283,204.08560095510285
Valle del Cauca,Cartagena,Urban,Apartment,Owned,135.86018062819412,1,2,3,48,Low,1,3,2,0,2,Male,39,Secondary,Formal,2.057539890082439,70.81617304902525,Yes,Yes,Yes,Yes,0.28283401465839025,Yes,3009035.1533184685,6440382.08316989,122.23960058188928
Risaralda,Cartagena,Urban,House,Rented,150.3858563247138,3,3,2,50,Low,0,4,2,4,1,Female,70,Primary,Unemployed,15.938182870074256,63.28009517498064,Yes,No,Yes,Yes,0.252154793422161,Yes,2121969.1635468844,1527168.7989376509,158.19276431633696
Risaralda,Bucaramanga,Urban,House,Owned,94.60852123799162,1,2,3,50,Low,1,1,4,2,1,Female,40,University,Informal,3.9647547196393673,86.76194797903591,Yes,Yes,Yes,Yes,0.20828848415425247,Yes,359585.4959831029,1468788.506274713,82.39024130757332
Bolívar,Barranquilla,Urban,Apartment,Owned,299.95448689553575,5,3,3,65,Low,1,1,5,2,2,Female,52,Postgraduate,Formal,7.0889748195568405,77.69223563542312,Yes,Yes,Yes,Yes,0.2327432687999799,No,2236062.107812835,4851184.6644020965,195.5348463677192
Caldas,Bucaramanga,Rural,Apartment,Rented,136.53775500307236,2,3,1,10,Medium,0,1,2,4,2,Male,50,Secondary,Informal,9.411269639682123,55.12415133212291,Yes,Yes,Yes,Yes,0.4197230362676249,No,1636013.6071958647,859844.5851233916,98.99063060525158
Valle del Cauca,Manizales,Urban,House,Family,169.7314982728753,2,1,2,20,Low,2,6,7,3,2,Male,30,Secondary,Informal,19.42263612090137,33.21125085218099,Yes,Yes,Yes,Yes,0.125930833448624,Yes,1816266.4579861548,5279858.746604757,176.87732982049656
Santander,Cali,Urban,Apartment,Rented,72.84290623480803,4,3,1,49,Low,1,4,1,3,1,Female,23,University,Informal,4.938986512377486,58.24731040625674,Yes,Yes,Yes,Yes,0.08738015214725252,Yes,1322918.2052897483,6696440.054239094,102.9146931117655
Cundinamarca,Barranquilla,Urban,Apartment,Rented,56.67602383942171,3,1,1,8,Medium,2,5,2,3,1,Female,35,Primary,Formal,6.984406076745813,78.99036264868286,Yes,Yes,Yes,Yes,0.29559297351977964,Yes,95206.25327893313,8046251.98054213,97.21614690676807
Atlántico,Cali,Urban,House,Owned,205.58632287646924,3,3,2,42,Medium,2,1,5,4,1,Female,20,Postgraduate,Formal,10.360644576989419,87.69315750261585,Yes,Yes,Yes,Yes,0.24326494714558483,No,5120134.405681305,3229497.4961161236,229.9321068823407
Risaralda,Bucaramanga,Urban,Farm,Rented,33.35428820928737,1,2,2,37,Medium,0,3,1,4,2,Male,42,University,Formal,7.953114231502733,33.7471640835857,Yes,Yes,Yes,Yes,0.32262555246197405,No,671830.8689509528,9510878.135989215,58.97592267264635
Santander,Pereira,Urban,House,Owned,163.0349840517927,4,2,2,43,Medium,1,2,5,3,2,Female,67,University,Informal,29.45911283793539,71.47043918310888,Yes,Yes,Yes,No,0.5420825701487166,No,2127858.544321343,4921105.592630589,138.54405884888425
Atlántico,Cartagena,Urban,House,Rented,157.55416271826616,3,3,1,52,Medium,0,4,5,4,0,Female,44,University,Formal,9.771663768739751,34.509139976220645,Yes,Yes,Yes,Yes,0.40218898826494154,Yes,1324948.5819249272,12513877.478896363,197.97450530768833
Atlántico,Cali,Urban,Apartment,Family,71.99007646948682,4,1,1,59,Medium,1,2,4,3,0,Male,64,University,Formal,1.8261423798915113,30.38133632208454,Yes,Yes,Yes,Yes,0.2013708868607556,Yes,886911.419975236,5144394.7701865025,114.79710158088153
Cundinamarca,Barranquilla,Urban,House,Owned,86.21813296156895,1,1,2,25,High,2,3,2,4,0,Female,22,University,Formal,23.97348445681757,93.64388831468065,Yes,Yes,Yes,Yes,0.26754981699689084,No,5462287.534340214,7612143.918638426,75.6883339528284
Caldas,Manizales,Urban,House,Rented,107.36260809544319,5,1,1,55,Medium,2,3,1,4,2,Male,64,Secondary,Unemployed,15.362986990204089,49.57696767322198,Yes,Yes,No,Yes,0.6771755719659339,Yes,4587602.898691319,2180949.855116383,106.06842967036305
Bolívar,Barranquilla,Rural,Apartment,Owned,60.30627048047591,4,3,3,55,Medium,2,2,3,1,0,Female,23,University,Formal,16.66609359077679,45.277846788642506,Yes,Yes,Yes,No,0.2089976216122743,No,622095.070299797,5493289.8599715335,64.59314613627527
Valle del Cauca,Cali,Urban,Apartment,Rented,72.05698643917991,2,2,1,45,Medium,1,1,4,4,0,Male,69,University,Informal,7.911653779075369,37.92012500605561,Yes,Yes,Yes,Yes,0.14280540144468318,Yes,1126276.973926653,1616628.1881732661,46.87245039466484
Cundinamarca,Barranquilla,Urban,Farm,Rented,53.65181960039542,5,1,2,19,Medium,1,2,6,1,1,Male,29,Postgraduate,Formal,4.586012892847165,83.02257997454906,Yes,Yes,Yes,Yes,0.11449812256873074,No,861192.6718517734,7291461.658501368,39.94661009103425
Santander,Manizales,Rural,House,Rented,119.66642465657223,3,2,1,36,Low,2,2,2,4,1,Female,22,University,Informal,4.540388085087285,47.28834049737581,Yes,Yes,Yes,Yes,0.2680271357170857,No,4152511.461057542,3205479.122565861,135.1877746693555
Bolívar,Cartagena,Rural,Farm,Owned,63.15195297674709,1,1,1,35,Low,2,1,7,2,2,Male,74,Secondary,Formal,15.19631239561846,85.88405739512453,Yes,Yes,Yes,Yes,0.46762555099061726,Yes,2507113.8919239296,1390322.6840754906,48.21176458528158
Santander,Pereira,Urban,Farm,Owned,86.64902989798213,1,3,2,42,Medium,2,2,4,4,1,Female,54,Postgraduate,Formal,16.129947689223428,42.437402256429195,Yes,Yes,Yes,No,0.2554206028461744,No,1431162.2181433106,8201891.189757456,115.002062087913
Bolívar,Cartagena,Urban,Farm,Family,84.6070716377373,2,3,3,52,High,2,3,3,2,1,Female,69,University,Formal,24.86834055937152,32.65967002480335,Yes,Yes,Yes,No,0.44037013896728555,No,7089606.093293065,9411889.275063628,92.9110346029256
Caldas,Barranquilla,Urban,Farm,Family,69.07256842455784,4,1,2,55,Low,1,1,6,4,1,Male,60,Secondary,Formal,9.488231307748933,66.6454851658628,Yes,No,Yes,Yes,0.49105440117927174,Yes,684049.4541405874,2274160.295580226,47.248488501344774
Risaralda,Manizales,Urban,House,Family,150.99322198442977,2,2,1,43,Low,1,1,1,1,0,Female,72,Postgraduate,Informal,8.00901723257212,65.95522322937896,Yes,No,Yes,Yes,0.5820397348778589,No,2081954.5575636784,2807648.5044875015,124.72523072624605
Santander,Manizales,Urban,House,Family,100.96672988351789,4,1,3,66,High,1,5,4,4,0,Female,24,Secondary,Formal,11.52073802436616,79.28799107978045,No,Yes,Yes,Yes,0.12519814501837295,No,455334.3449799013,9224614.276065892,142.47092652041434
Cundinamarca,Cali,Urban,House,Rented,65.6166577274736,2,1,3,34,Low,0,1,5,0,0,Male,66,Secondary,Formal,2.8738839216198597,73.03782811148218,Yes,Yes,Yes,Yes,0.3404013673046053,No,1304585.8784423256,2893467.0425207634,90.9772503573864
Bolívar,Bucaramanga,Urban,Farm,Owned,60.575218736216314,2,1,1,0,High,2,2,7,0,1,Female,49,Primary,Formal,8.04313633706306,60.196815559318196,Yes,Yes,Yes,Yes,0.07542332510492304,Yes,2374616.541228926,2477519.1939660152,53.59603617882067
Bolívar,Barranquilla,Urban,Apartment,Rented,119.4544613642111,1,2,2,41,Medium,0,2,2,0,0,Female,22,University,Formal,2.5399184309346228,55.83803503790016,Yes,No,Yes,Yes,0.22344766299943264,Yes,5960280.789997211,5875520.934668249,67.82560467850377
Atlántico,Barranquilla,Urban,House,Owned,32.66245289643651,4,1,3,64,Low,2,3,7,2,1,Female,49,University,Informal,11.28291883292633,86.83583332598656,Yes,Yes,Yes,Yes,0.15736949344456388,No,1714676.846812609,5142575.820266617,58.73053087657955
Atlántico,Barranquilla,Urban,Farm,Owned,76.06722678508099,2,1,2,25,Low,0,3,7,2,2,Male,22,Secondary,Informal,2.8764440872137893,93.98288057961867,Yes,Yes,Yes,Yes,0.5710535894049817,No,1114710.4837770371,4256520.475623119,86.63232960061634
Antioquia,Barranquilla,Urban,Farm,Rented,51.820786542207614,3,3,1,66,Medium,1,5,2,3,1,Male,63,University,Informal,3.6674482649181823,68.0714353688629,Yes,Yes,No,Yes,0.435666447027279,Yes,4620095.0504647335,11006031.359949768,85.20347806239424
Santander,Cali,Urban,Farm,Rented,137.28797787712543,1,2,2,60,Medium,2,2,1,1,0,Female,32,Postgraduate,Formal,5.019443221690247,87.85688479807216,Yes,No,Yes,Yes,0.21621246386012002,Yes,2084865.2653061657,7951909.17389916,108.02819837756047
Atlántico,Bucaramanga,Urban,Farm,Owned,44.6107667448968,1,3,2,44,High,2,4,7,4,0,Female,21,Primary,Formal,12.388524364782237,77.31188211536855,Yes,Yes,Yes,Yes,0.7377318572020523,No,1167141.4426018675,7805578.120865157,104.01881373777107
Antioquia,Bucaramanga,Urban,Farm,Family,164.8554323821385,1,3,2,32,Low,2,2,6,0,0,Male,58,University,Informal,4.244102356079889,32.86901360121688,Yes,Yes,Yes,Yes,0.17226988468980065,No,1680444.4958138918,4463998.9129162785,160.65645385523356
Risaralda,Medellín,Rural,Farm,Family,205.33200341799594,1,1,3,57,Medium,1,1,1,2,1,Male,68,University,Formal,6.297917861844833,74.33224481016381,No,No,Yes,Yes,0.22310487864962983,No,532788.0891657358,2539513.6312735393,130.09700657255726
Risaralda,Barranquilla,Urban,House,Owned,113.35774062656103,2,1,1,8,Medium,1,5,2,4,1,Female,48,Secondary,Formal,14.885761848562648,38.93346596734315,Yes,Yes,Yes,Yes,0.20194902346448687,No,189379.19132464987,8772826.968010738,182.91923156432318
Atlántico,Barranquilla,Urban,Apartment,Rented,54.99433374976575,2,1,3,18,Medium,2,2,3,4,1,Male,26,Secondary,Formal,9.230226330526673,68.24302549641055,Yes,Yes,Yes,Yes,0.3129425685900217,Yes,394439.71543878363,4090745.311489262,87.33573290969024
